as_of,submission_job,grader_job,arm,aoi,forcing,target,loss,arm_role,n,verify_run,coverage_state,parameter,parameter_role,pooler,band,count,null_count,p_value,median_x_truth,null_median_x_truth,per_cell_log_sd_median,reporting_status,suppression_reason,replicated,submission_count
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.1,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.2,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.3,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.4,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.1,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.2,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.3,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.4,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.1,50,0,8.082812774647626e-62,1.00896149524115,17.908429818645494,0.019942657090723515,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.2,50,0,8.082812774647626e-62,1.00896149524115,17.908429818645494,0.019942657090723515,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.3,50,0,8.082812774647626e-62,1.00896149524115,17.908429818645494,0.019942657090723515,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.4,50,0,8.082812774647626e-62,1.00896149524115,17.908429818645494,0.019942657090723515,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.1,50,0,8.082812774647626e-62,1.0087592589261072,17.866142113025045,0.019942657090723515,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.2,50,0,8.082812774647626e-62,1.0087592589261072,17.866142113025045,0.019942657090723515,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.3,50,0,8.082812774647626e-62,1.0087592589261072,17.866142113025045,0.019942657090723515,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.4,50,0,8.082812774647626e-62,1.0087592589261072,17.866142113025045,0.019942657090723515,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.1,50,0,8.082812774647626e-62,1.003312305261435,17.87447061605947,0.019942657090723515,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.2,50,0,8.082812774647626e-62,1.003312305261435,17.87447061605947,0.019942657090723515,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.3,50,0,8.082812774647626e-62,1.003312305261435,17.87447061605947,0.019942657090723515,reported,,False,1
2026-08-09,320993,320994,eq_mm,eqpac,constant,mean,time-mean,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.4,50,0,8.082812774647626e-62,1.003312305261435,17.87447061605947,0.019942657090723515,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.1,0,0,0.9999999999999972,0.5390467545674305,0.5390467545674305,0.03846057318150997,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.2,0,0,0.9999999999999972,0.5390467545674305,0.5390467545674305,0.03846057318150997,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.3,0,0,0.9999999999999972,0.5390467545674305,0.5390467545674305,0.03846057318150997,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.4,10,10,0.5562595867082509,0.5390467545674305,0.5390467545674305,0.03846057318150997,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.1,0,0,0.9999999999999972,0.5385176992045373,0.5385176992045373,0.03846057318150997,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.2,0,0,0.9999999999999972,0.5385176992045373,0.5385176992045373,0.03846057318150997,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.3,0,0,0.9999999999999972,0.5385176992045373,0.5385176992045373,0.03846057318150997,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.4,10,10,0.5562595867082509,0.5385176992045373,0.5385176992045373,0.03846057318150997,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,alpfe,boundary-diagnostic-only,median,0.1,0,0,0.9999999999999972,0.5411572615340619,0.5411199889665496,0.03846057318150997,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,alpfe,boundary-diagnostic-only,median,0.2,0,0,0.9999999999999972,0.5411572615340619,0.5411199889665496,0.03846057318150997,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,alpfe,boundary-diagnostic-only,median,0.3,0,0,0.9999999999999972,0.5411572615340619,0.5411199889665496,0.03846057318150997,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,alpfe,boundary-diagnostic-only,median,0.4,11,11,0.555223832165095,0.5411572615340619,0.5411199889665496,0.03846057318150997,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.1,0,0,0.9999999999999972,2.456959886060755,2.456959886060755,0.04449199698865414,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.2,0,0,0.9999999999999972,2.456959886060755,2.456959886060755,0.04449199698865414,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.3,0,0,0.9999999999999972,2.456959886060755,2.456959886060755,0.04449199698865414,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.4,0,0,0.9999999999999972,2.456959886060755,2.456959886060755,0.04449199698865414,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,scav_rat,primary-inferential-target,geometric,0.1,0,0,0.9999999999999972,2.454067534249561,2.454067534249561,0.04449199698865414,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,scav_rat,primary-inferential-target,geometric,0.2,0,0,0.9999999999999972,2.454067534249561,2.454067534249561,0.04449199698865414,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,scav_rat,primary-inferential-target,geometric,0.3,0,0,0.9999999999999972,2.454067534249561,2.454067534249561,0.04449199698865414,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,scav_rat,primary-inferential-target,geometric,0.4,0,0,0.9999999999999972,2.454067534249561,2.454067534249561,0.04449199698865414,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,scav_rat,primary-inferential-target,median,0.1,0,0,0.9999999999999972,2.4252911952101135,2.4252911952101135,0.04449199698865414,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,scav_rat,primary-inferential-target,median,0.2,0,0,0.9999999999999972,2.4252911952101135,2.4252911952101135,0.04449199698865414,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,scav_rat,primary-inferential-target,median,0.3,0,0,0.9999999999999972,2.4252911952101135,2.4252911952101135,0.04449199698865414,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,scav_rat,primary-inferential-target,median,0.4,0,0,0.9999999999999972,2.4252911952101135,2.4252911952101135,0.04449199698865414,reported,,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.1,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.2,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.3,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.4,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Smallgrow,excluded-by-construction,geometric,0.1,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Smallgrow,excluded-by-construction,geometric,0.2,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Smallgrow,excluded-by-construction,geometric,0.3,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Smallgrow,excluded-by-construction,geometric,0.4,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Smallgrow,excluded-by-construction,median,0.1,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Smallgrow,excluded-by-construction,median,0.2,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Smallgrow,excluded-by-construction,median,0.3,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Smallgrow,excluded-by-construction,median,0.4,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.1,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.2,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.3,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.4,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,geometric,0.1,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,geometric,0.2,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,geometric,0.3,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,geometric,0.4,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,median,0.1,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,median,0.2,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,median,0.3,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,Biggrow,excluded-by-construction,median,0.4,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.1,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.2,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.3,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.4,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.1,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,eq_le,eqpac,constant,long,endpoint,decisive,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.2,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
